FID,the_geom,SD_Pcode,D_Pcode,District,TS_Pcode,Township,Town_Pcode,Town_MM,Town,State_Divi,Longitude,Latitude,Level,Source,Lat_Long,Remark
mmr_town_january_2020.233,POINT (96.1825241078 19.84383343),MMR018,MMR018D001,Oke Ta Ra,MMR018005,Poke Ba Thi Ri,MMR018005701,ပုဗ္ဗသီရိ,Poke Ba Thi Ri,Nay Pyi Taw,96.18252411,19.84383343,Main Town,"GAD, Mar 2015","19.84383343,96.1825241078",Urban Township
mmr_town_january_2020.234,POINT (96.16705 26.97979),MMR005,MMR005D008,Hkamti,MMR005037,Nanyun,MMR005037701,နန်းယွန်း,Nanyun,Sagaing,96.16705,26.97979,Main Town,"GAD, Mar 2015","26.97979,96.16705",
mmr_town_january_2020.235,POINT (96.1609261617 16.7781861107),MMR013,MMR013D004,Yangon (West),MMR013033,Kyauktada,MMR013000777,ရန်ကုန်,Yangon,Yangon,96.16092616,16.77818611,State/Region Capital,"GAD, Mar 2015","16.7781861107,96.1609261617",
mmr_town_january_2020.236,POINT (96.1671161033 27.2368319665),MMR005,MMR005D008,Hkamti,MMR005037,Nanyun,MMR005037702,ပန်ဆောင်,Pansaung,Sagaing,96.1671161,27.23683197,Other Town,"GAD, Mar 2015","27.2368319665,96.1671161033",
mmr_town_january_2020.237,POINT (96.1646506554 22.0039939404),MMR010,MMR010D001,Mandalay,MMR010007,Patheingyi,MMR010007701,ပုသိမ်ကြီး,Patheingyi,Mandalay,96.16465066,22.00399394,Main Town,"GAD, Mar 2015","22.0039939404,96.1646506554",
mmr_town_january_2020.238,POINT (96.14833 23.75452),MMR005,MMR005D004,Katha,MMR005022,Tigyaing,MMR005022701,ထီးချိုင့်,Tigyaing,Sagaing,96.14833,23.75452,Main Town,"GAD, Mar 2015","23.75452,96.14833",
mmr_town_january_2020.239,POINT (96.14167 24.22252),MMR005,MMR005D004,Katha,MMR005021,Indaw,MMR005021701,အင်းတော်,Indaw,Sagaing,96.14167,24.22252,Main Town,"GAD, Mar 2015","24.22252,96.14167",
mmr_town_january_2020.240,POINT (96.13747 20.4305),MMR010,MMR010D006,Yamethin,MMR010023,Yamethin,MMR010023701,ရမည်းသင်း,Yamethin,Mandalay,96.13747,20.4305,District Capital,"GAD, Mar 2015","20.4305,96.13747",
mmr_town_january_2020.241,POINT (96.13086 21.42427),MMR010,MMR010D003,Kyaukse,MMR010015,Myittha,MMR010015701,မြစ်သား,Myittha,Mandalay,96.13086,21.42427,Main Town,"GAD, Mar 2015","21.42427,96.13086",
mmr_town_january_2020.242,POINT (96.13033 21.61325),MMR010,MMR010D003,Kyaukse,MMR010013,Kyaukse,MMR010013701,ကျောက်ဆည်,Kyaukse,Mandalay,96.13033,21.61325,District Capital,"GAD, Mar 2015","21.61325,96.13033",
mmr_town_january_2020.243,POINT (96.11007 19.63467),MMR018,MMR018D002,Det Khi Na,MMR018007,Lewe,MMR018007701,လယ်ဝေး,Lewe,Nay Pyi Taw,96.11007,19.63467,Main Town,"GAD, Mar 2015","19.63467,96.11007",
mmr_town_january_2020.244,POINT (96.10639 22.21036),MMR010,MMR010D002,Pyinoolwin,MMR010009,Madaya,MMR010009701,မတ္တရာ,Madaya,Mandalay,96.10639,22.21036,Main Town,"GAD, Mar 2015","22.21036,96.10639",
mmr_town_january_2020.245,POINT (96.10354 21.73108),MMR010,MMR010D003,Kyaukse,MMR010014,Sintgaing,MMR010014701,စဉ့်ကိုင်,Sintgaing,Mandalay,96.10354,21.73108,Main Town,"GAD, Mar 2015","21.73108,96.10354",
mmr_town_january_2020.246,POINT (96.092101078 21.9894028624),MMR010,MMR010D001,Mandalay,MMR010001,Aungmyaythazan,MMR010000777,မန္တလေး,Mandalay,Mandalay,96.09210108,21.98940286,State/Region Capital,"GAD, Mar 2015","21.9894028624,96.092101078",
mmr_town_january_2020.247,POINT (96.06893 16.85402),MMR013,MMR013D001,Yangon (North),MMR013008,Hlaingtharya,MMR013008701,လှိုင်သာယာ,Hlaingtharya,Yangon,96.06893,16.85402,Main Town,"GAD, Mar 2015","16.85402,96.06893",Urban Township
mmr_town_january_2020.248,POINT (96.06856 21.85418),MMR010,MMR010D001,Mandalay,MMR010006,Amarapura,MMR010006702,မြစ်ငယ်,Myitnge,Mandalay,96.06856,21.85418,Other Town,"GAD, Mar 2015","21.85418,96.06856",
mmr_town_january_2020.249,POINT (96.06195 16.54616),MMR013,MMR013D003,Yangon (South),MMR013028,Kawhmu,MMR013028701,ကော့မှူး,Kawhmu,Yangon,96.06195,16.54616,Main Town,"GAD, Mar 2015","16.54616,96.06195",
mmr_town_january_2020.250,POINT (96.05838 20.85019),MMR010,MMR010D007,Meiktila,MMR010030,Thazi,MMR010030701,သာစည်,Thazi,Mandalay,96.05838,20.85019,Main Town,"GAD, Mar 2015","20.85019,96.05838",
mmr_town_january_2020.251,POINT (96.05094 20.59472),MMR010,MMR010D006,Yamethin,MMR010024,Pyawbwe,MMR010024701,ပျော်ဘွယ်,Pyawbwe,Mandalay,96.05094,20.59472,Main Town,"GAD, Mar 2015","20.59472,96.05094",
mmr_town_january_2020.252,POINT (96.0418 17.09987),MMR013,MMR013D001,Yangon (North),MMR013003,Hmawbi,MMR013003701,မှော်ဘီ,Hmawbi,Yangon,96.0418,17.09987,Main Town,"GAD, Mar 2015","17.09987,96.0418",
mmr_town_january_2020.253,POINT (96.03001 21.09691),MMR010,MMR010D007,Meiktila,MMR010031,Wundwin,MMR010031701,ဝမ်းတွင်း,Wundwin,Mandalay,96.03001,21.09691,Main Town,"GAD, Mar 2015","21.09691,96.03001",
mmr_town_january_2020.254,POINT (96.01367 23.50188),MMR010,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,MMR010012702,တကောင်း,Takaung,Mandalay,96.01367,23.50188,Other Town,"GAD, Mar 2015","23.50188,96.01367",
mmr_town_january_2020.255,POINT (96.0119 16.4394),MMR013,MMR013D003,Yangon (South),MMR013029,Kungyangon,MMR013029701,ကွမ်းခြံကုန်း,Kungyangon,Yangon,96.0119,16.4394,Main Town,"GAD, Mar 2015","16.4394,96.0119",
mmr_town_january_2020.256,POINT (95.99899 22.54978),MMR010,MMR010D002,Pyinoolwin,MMR010010,Singu,MMR010010701,စဉ့်ကူး,Singu,Mandalay,95.99899,22.54978,Main Town,"GAD, Mar 2015","22.54978,95.99899",
mmr_town_january_2020.257,POINT (95.9827 17.0174),MMR013,MMR013D001,Yangon (North),MMR013006,Htantabin,MMR013006701,ထန်းတပင်,Htantabin,Yangon,95.9827,17.0174,Main Town,"GAD, Mar 2015","17.0174,95.9827",
mmr_town_january_2020.258,POINT (95.97525 22.88593),MMR010,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,MMR010012701,သပိတ်ကျင်း,Thabeikkyin,Mandalay,95.97525,22.88593,Main Town,"GAD, Mar 2015","22.88593,95.97525",
mmr_town_january_2020.259,POINT (95.97371 21.81902),MMR010,MMR010D003,Kyaukse,MMR010016,Tada-U,MMR010016701,တံတားဦး,Tada-U,Mandalay,95.97371,21.81902,Main Town,"GAD, Mar 2015","21.81902,95.97371",
mmr_town_january_2020.260,POINT (95.96344 17.31263),MMR013,MMR013D001,Yangon (North),MMR013005,Taikkyi,MMR013005701,တိုက်ကြီး,Taikkyi,Yangon,95.96344,17.31263,Main Town,"GAD, Mar 2015","17.31263,95.96344",
mmr_town_january_2020.261,POINT (95.96231 21.88008),MMR005,MMR005D001,Sagaing,MMR005001,Sagaing,MMR005001701,စစ်ကိုင်း,Sagaing,Sagaing,95.96231,21.88008,District Capital,"GAD, Mar 2015","21.88008,95.96231",
mmr_town_january_2020.262,POINT (95.94495 22.59329),MMR005,MMR005D002,Shwebo,MMR005004,Shwebo,MMR005004702,​ကျောက်မြောင်း,Kyauk Myaung,Sagaing,95.94495,22.59329,Other Town,"GAD, Mar 2015","22.59329,95.94495",
mmr_town_january_2020.263,POINT (95.93047 16.70734),MMR013,MMR013D003,Yangon (South),MMR013027,Twantay,MMR013027701,တွံတေး,Twantay,Yangon,95.93047,16.70734,Main Town,"GAD, Mar 2015","16.70734,95.93047",
mmr_town_january_2020.264,POINT (95.88512 16.40806),MMR017,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026701,ဒေးဒရဲ,Dedaye,Ayeyarwady,95.88512,16.40806,Main Town,"GAD, Mar 2015","16.40806,95.88512",
mmr_town_january_2020.265,POINT (95.86311 20.88189),MMR010,MMR010D007,Meiktila,MMR010028,Meiktila,MMR010028701,မိတ္ထီလာ,Meiktila,Mandalay,95.86311,20.88189,District Capital,"GAD, Mar 2015","20.88189,95.86311",
mmr_town_january_2020.266,POINT (95.8607 17.49696),MMR013,MMR013D001,Yangon (North),MMR013005,Taikkyi,MMR013005702,ဥက္ကံ,Okekan,Yangon,95.8607,17.49696,Other Town,"GAD, Mar 2015","17.49696,95.8607",
mmr_town_january_2020.267,POINT (95.85767 24.39986),MMR005,MMR005D004,Katha,MMR005023,Banmauk,MMR005023701,ဗန်းမောက်,Banmauk,Sagaing,95.85767,24.39986,Main Town,"GAD, Mar 2015","24.39986,95.85767",
mmr_town_january_2020.268,POINT (95.7916545391 26.7756974529),MMR005,MMR005D008,Hkamti,MMR005037,Nanyun,MMR005037703,ဒုံဟီး,Don Hee,Sagaing,95.79165454,26.77569745,Other Town,"GAD, Mar 2015","26.7756974529,95.7916545391",
mmr_town_january_2020.269,POINT (95.78985 17.62988),MMR008,MMR008D002,Thayarwady,MMR008007,Thayarwady,MMR008007702,သုံးဆယ်,Thonse,Bago,95.78985,17.62988,Other Town,"GAD, Mar 2015","17.62988,95.78985",
mmr_town_january_2020.270,POINT (95.78812 22.36715),MMR005,MMR005D002,Shwebo,MMR005006,Wetlet,MMR005006701,ဝက်လက်,Wetlet,Sagaing,95.78812,22.36715,Main Town,"GAD, Mar 2015","22.36715,95.78812",
mmr_town_january_2020.271,POINT (95.78629 17.65441),MMR008,MMR008D002,Thayarwady,MMR008007,Thayarwady,MMR008007701,သာယာဝတီ,Thayarwady,Bago,95.78629,17.65441,District Capital,"GAD, Mar 2015","17.65441,95.78629",
mmr_town_january_2020.272,POINT (95.74529 17.779),MMR008,MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008701,လက်ပံတန်း,Letpadan,Bago,95.74529,17.779,Main Town,"GAD, Mar 2015","17.779,95.74529",
mmr_town_january_2020.273,POINT (95.72614 16.44431),MMR017,MMR017D006,Pyapon,MMR017025,Kyaiklat,MMR017025701,ကျိုက်လတ်,Kyaiklat,Ayeyarwady,95.72614,16.44431,Main Town,"GAD, Mar 2015","16.44431,95.72614",
mmr_town_january_2020.274,POINT (95.70905 17.97389),MMR008,MMR008D002,Thayarwady,MMR008009,Minhla,MMR008009701,မင်းလှ,Minhla,Bago,95.70905,17.97389,Main Town,"GAD, Mar 2015","17.97389,95.70905",
mmr_town_january_2020.275,POINT (95.69849 22.56996),MMR005,MMR005D002,Shwebo,MMR005004,Shwebo,MMR005004701,ရွှေဘို,Shwebo,Sagaing,95.69849,22.56996,District Capital,"GAD, Mar 2015","22.56996,95.69849",
mmr_town_january_2020.276,POINT (95.69547 25.99243),MMR005,MMR005D008,Hkamti,MMR005033,Hkamti,MMR005033701,ခန္တီး,Hkamti,Sagaing,95.69547,25.99243,District Capital,"GAD, Mar 2015","25.99243,95.69547",
mmr_town_january_2020.277,POINT (95.69338 17.38239),MMR013,MMR013D001,Yangon (North),MMR013005,Taikkyi,MMR013005703,အဖျောက်,Ahpyauk,Yangon,95.69338,17.38239,Other Town,"GAD, Mar 2015","17.38239,95.69338",
mmr_town_january_2020.278,POINT (95.6819302656 23.8992406392),MMR005,MMR005D011,Kawlin,MMR005025,Wuntho,MMR005025701,ဝန်းသို,Wuntho,Sagaing,95.68193027,23.89924064,Main Town,"GAD, Mar 2015","23.8992406392,95.6819302656",
mmr_town_january_2020.279,POINT (95.68509 21.89691),MMR010,MMR010D004,Myingyan,MMR010021,Ngazun,MMR010021701,ငါန်းဇွန်,Ngazun,Mandalay,95.68509,21.89691,Main Town,"GAD, Mar 2015","21.89691,95.68509",
mmr_town_january_2020.280,POINT (95.68339 23.79026),MMR005,MMR005D011,Kawlin,MMR005024,Kawlin,MMR005024701,ကောလင်း,Kawlin,Sagaing,95.68339,23.79026,District Capital,"GAD, Mar 2015","23.79026,95.68339",
mmr_town_january_2020.281,POINT (95.68322 16.2843),MMR017,MMR017D006,Pyapon,MMR017023,Pyapon,MMR017023701,ဖျာပုံ,Pyapon,Ayeyarwady,95.68322,16.2843,District Capital,"GAD, Mar 2015","16.2843,95.68322",
mmr_town_january_2020.282,POINT (95.67177 18.13022),MMR008,MMR008D002,Thayarwady,MMR008010,Okpho,MMR008010701,အုတ်ဖို,Okpho,Bago,95.67177,18.13022,Main Town,"GAD, Mar 2015","18.13022,95.67177",
mmr_town_january_2020.283,POINT (95.6545 21.4237),MMR010,MMR010D004,Myingyan,MMR010019,Natogyi,MMR010019701,နွားထိုးကြီး,Natogyi,Mandalay,95.6545,21.4237,Main Town,"GAD, Mar 2015","21.4237,95.6545",
mmr_town_january_2020.284,POINT (95.65259 18.22989),MMR008,MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014701,ကြို့ပင်ကောက်,Gyobingauk,Bago,95.65259,18.22989,Main Town,"GAD, Mar 2015","18.22989,95.65259",
mmr_town_january_2020.285,POINT (95.6494 16.73023),MMR017,MMR017D005,Maubin,MMR017019,Maubin,MMR017019701,မအူပင်,Maubin,Ayeyarwady,95.6494,16.73023,District Capital,"GAD, Mar 2015","16.73023,95.6494",
mmr_town_january_2020.286,POINT (95.64698 21.09867),MMR010,MMR010D007,Meiktila,MMR010029,Mahlaing,MMR010029701,မလှိုင်,Mahlaing,Mandalay,95.64698,21.09867,Main Town,"GAD, Mar 2015","21.09867,95.64698",
mmr_town_january_2020.287,POINT (95.63359 17.04903),MMR017,MMR017D005,Maubin,MMR017021,Nyaungdon,MMR017021701,ညောင်တုန်း,Nyaungdon,Ayeyarwady,95.63359,17.04903,Main Town,"GAD, Mar 2015","17.04903,95.63359",
mmr_town_january_2020.288,POINT (95.62304 18.33846),MMR008,MMR008D002,Thayarwady,MMR008011,Zigon,MMR008011701,ဇီးကုန်း,Zigon,Bago,95.62304,18.33846,Main Town,"GAD, Mar 2015","18.33846,95.62304",
mmr_town_january_2020.289,POINT (95.62149 22.77016),MMR005,MMR005D002,Shwebo,MMR005005,Khin-U,MMR005005701,ခင်ဦး,Khin-U,Sagaing,95.62149,22.77016,Main Town,"GAD, Mar 2015","22.77016,95.62149",
mmr_town_january_2020.290,POINT (95.59583 17.25468),MMR017,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,ဓနုဖြူ,Danubyu,Ayeyarwady,95.59583,17.25468,Main Town,"GAD, Mar 2015","17.25468,95.59583",
mmr_town_january_2020.291,POINT (95.57585 21.92514),MMR005,MMR005D001,Sagaing,MMR005002,Myinmu,MMR005002701,မြင်းမူ,Myinmu,Sagaing,95.57585,21.92514,Main Town,"GAD, Mar 2015","21.92514,95.57585",
mmr_town_january_2020.292,POINT (95.55666 17.4781),MMR017,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009701,ဇလွန်,Zalun,Ayeyarwady,95.55666,17.4781,Main Town,"GAD, Mar 2015","17.4781,95.55666",
mmr_town_january_2020.293,POINT (95.54819 18.9028),MMR008,MMR008D001,Pyay,MMR008002,Paukkhaung,MMR008002701,ပေါက်ခေါင်း,Paukkhaung,Bago,95.54819,18.9028,Main Town,"GAD, Mar 2015","18.9028,95.54819",
mmr_town_january_2020.294,POINT (95.54731 18.42753),MMR008,MMR008D002,Thayarwady,MMR008012,Nattalin,MMR008012701,နတ်တလင်း,Nattalin,Bago,95.54731,18.42753,Main Town,"GAD, Mar 2015","18.42753,95.54731",
mmr_town_january_2020.295,POINT (95.54614 20.00187),MMR009,MMR009D001,Magway,MMR009004,Taungdwingyi,MMR009004701,တောင်တွင်းကြီး,Taungdwingyi,Magway,95.54614,20.00187,Main Town,"GAD, Mar 2015","20.00187,95.54614",
mmr_town_january_2020.296,POINT (95.5321 23.31964),MMR005,MMR005D010,Kanbalu,MMR005008,Kyunhla,MMR005008701,ကျွန်းလှ,Kyunhla,Sagaing,95.5321,23.31964,Main Town,"GAD, Mar 2015","23.31964,95.5321",
mmr_town_january_2020.297,POINT (95.51886 23.20305),MMR005,MMR005D010,Kanbalu,MMR005007,Kanbalu,MMR005007701,ကန့်ဘလူ,Kanbalu,Sagaing,95.51886,23.20305,District Capital,"GAD, Mar 2015","23.20305,95.51886",
mmr_town_january_2020.298,POINT (95.51185 18.02719),MMR008,MMR008D002,Thayarwady,MMR008013,Monyo,MMR008013701,မိုးညို,Monyo,Bago,95.51185,18.02719,Main Town,"GAD, Mar 2015","18.02719,95.51185",
mmr_town_january_2020.299,POINT (95.50721 18.48947),MMR008,MMR008D001,Pyay,MMR008004,Paungde,MMR008004701,ပေါင်းတည်,Paungde,Bago,95.50721,18.48947,Main Town,"GAD, Mar 2015","18.48947,95.50721",
mmr_town_january_2020.300,POINT (95.46595 16.98212),MMR017,MMR017D005,Maubin,MMR017020,Pantanaw,MMR017020701,ပန်းတနော်,Pantanaw,Ayeyarwady,95.46595,16.98212,Main Town,"GAD, Mar 2015","16.98212,95.46595",
mmr_town_january_2020.301,POINT (95.45818 17.64958),MMR017,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,ဟင်္သာတ,Hinthada,Ayeyarwady,95.45818,17.64958,District Capital,"GAD, Mar 2015","17.64958,95.45818",
mmr_town_january_2020.302,POINT (95.45645 18.57236),MMR008,MMR008D001,Pyay,MMR008005,Thegon,MMR008005702,ပုတီးကုန်း,Puteekone,Bago,95.45645,18.57236,Other Town,"GAD, Mar 2015","18.57236,95.45645",
mmr_town_january_2020.303,POINT (95.45068 22.28525),MMR005,MMR005D003,Monywa,MMR005014,Ayadaw,MMR005014701,အရာတော်,Ayadaw,Sagaing,95.45068,22.28525,Main Town,"GAD, Mar 2015","22.28525,95.45068",
mmr_town_january_2020.304,POINT (95.44692 20.19919),MMR009,MMR009D001,Magway,MMR009005,Myothit-Magway,MMR009005701,မြို့သစ်-မကွေး,Myothit,Magway,95.44692,20.19919,Main Town,"GAD, Mar 2015","20.19919,95.44692",
mmr_town_january_2020.305,POINT (95.44541 21.27603),MMR010,MMR010D004,Myingyan,MMR010018,Taungtha,MMR010018701,တောင်သာ,Taungtha,Mandalay,95.44541,21.27603,Main Town,"GAD, Mar 2015","21.27603,95.44541",
mmr_town_january_2020.306,POINT (95.44113 26.32594),MMR005,MMR005D008,Hkamti,MMR005036,Lahe,MMR005036701,လဟယ်,Lahe,Sagaing,95.44113,26.32594,Main Town,"GAD, Mar 2015","26.32594,95.44113",
mmr_town_january_2020.307,POINT (95.43049 22.76914),MMR005,MMR005D002,Shwebo,MMR005009,Ye-U,MMR005009701,ရေဦး,Ye-U,Sagaing,95.43049,22.76914,Main Town,"GAD, Mar 2015","22.76914,95.43049",
mmr_town_january_2020.308,POINT (95.42128 21.83341),MMR005,MMR005D001,Sagaing,MMR005003,Myaung,MMR005003701,မြောင်,Myaung,Sagaing,95.42128,21.83341,Main Town,"GAD, Mar 2015","21.83341,95.42128",
mmr_town_january_2020.309,POINT (95.41721 18.64698),MMR008,MMR008D001,Pyay,MMR008005,Thegon,MMR008005701,သဲကုန်း,Thegon,Bago,95.41721,18.64698,Main Town,"GAD, Mar 2015","18.64698,95.41721",
mmr_town_january_2020.310,POINT (95.39966 20.35339),MMR009,MMR009D001,Magway,MMR009006,Natmauk,MMR009006701,နတ်မောက်,Natmauk,Magway,95.39966,20.35339,Main Town,"GAD, Mar 2015","20.35339,95.39966",
mmr_town_january_2020.311,POINT (95.3968 16.295),MMR017,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,ဘိုကလေး,Bogale,Ayeyarwady,95.3968,16.295,Main Town,"GAD, Mar 2015","16.295,95.3968",
mmr_town_january_2020.312,POINT (95.39179 21.45745),MMR010,MMR010D004,Myingyan,MMR010017,Myingyan,MMR010017701,မြင်းခြံ,Myingyan,Mandalay,95.39179,21.45745,District Capital,"GAD, Mar 2015","21.45745,95.39179",
mmr_town_january_2020.313,POINT (95.38459 18.84968),MMR008,MMR008D001,Pyay,MMR008001,Pyay,MMR008001702,ပေါင်းတလည်,Paungdale,Bago,95.38459,18.84968,Other Town,"GAD, Mar 2015","18.84968,95.38459",
mmr_town_january_2020.314,POINT (95.37964 18.21798),MMR017,MMR017D002,Hinthada,MMR017011,Myanaung,MMR017011702,ကနောင်,Kanaung,Ayeyarwady,95.37964,18.21798,Other Town,"GAD, Mar 2015","18.21798,95.37964",
mmr_town_january_2020.315,POINT (95.37361 22.94407),MMR005,MMR005D002,Shwebo,MMR005011,Taze,MMR005011701,တန့်ဆည်,Taze,Sagaing,95.37361,22.94407,Main Town,"GAD, Mar 2015","22.94407,95.37361",
mmr_town_january_2020.316,POINT (95.37026 24.08089),MMR005,MMR005D011,Kawlin,MMR005026,Pinlebu,MMR005026701,ပင်လည်ဘူး,Pinlebu,Sagaing,95.37026,24.08089,Main Town,"GAD, Mar 2015","24.08089,95.37026",
mmr_town_january_2020.317,POINT (95.34904 18.52806),MMR008,MMR008D001,Pyay,MMR008005,Thegon,MMR008005703,အင်းမ,Inn Ma,Bago,95.34904,18.52806,Other Town,"GAD, Feb 2016","18.52806,95.34904","New Town, GAD Feb 2016 (order no. 301/2016)"
mmr_town_january_2020.318,POINT (95.33365 17.34855),MMR017,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005702,အထောင်,Ahtaung,Ayeyarwady,95.33365,17.34855,Other Town,"GAD, Mar 2015","17.34855,95.33365",
mmr_town_january_2020.319,POINT (95.32121 22.68529),MMR005,MMR005D002,Shwebo,MMR005010,Tabayin,MMR005010701,ဒီပဲယင်း,Tabayin,Sagaing,95.32121,22.68529,Main Town,"GAD, Mar 2015","22.68529,95.32121",
mmr_town_january_2020.320,POINT (95.31779 18.28696),MMR017,MMR017D002,Hinthada,MMR017011,Myanaung,MMR017011701,မြန်အောင်,Myanaung,Ayeyarwady,95.31779,18.28696,Main Town,"GAD, Mar 2015","18.28696,95.31779",
mmr_town_january_2020.321,POINT (95.29017 15.7994),MMR017,MMR017D006,Pyapon,MMR017023,Pyapon,MMR017023702,အမာ,Ahmar,Ayeyarwady,95.29017,15.7994,Other Town,"GAD, Mar 2015","15.7994,95.29017",
mmr_town_january_2020.322,POINT (95.27363 21.95693),MMR005,MMR005D003,Monywa,MMR005015,Chaung-U,MMR005015701,ချောင်းဦး,Chaung-U,Sagaing,95.27363,21.95693,Main Town,"GAD, Mar 2015","21.95693,95.27363",
mmr_town_january_2020.323,POINT (95.26926 17.80981),MMR017,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013701,အင်္ဂပူ,Ingapu,Ayeyarwady,95.26926,17.80981,Main Town,"GAD, Mar 2015","17.80981,95.26926",
mmr_town_january_2020.324,POINT (95.26298 16.37894),MMR017,MMR017D004,Labutta,MMR017018,Mawlamyinegyun,MMR017018701,မော်လမြိုင်ကျွန်း,Mawlamyinegyun,Ayeyarwady,95.26298,16.37894,Main Town,"GAD, Mar 2015","16.37894,95.26298",
mmr_town_january_2020.325,POINT (95.26073 17.97132),MMR017,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013702,ထူးကြီး,Htoogyi,Ayeyarwady,95.26073,17.97132,Other Town,"GAD, Mar 2015","17.97132,95.26073",
mmr_town_january_2020.326,POINT (95.24166 21.63345),MMR009,MMR009D004,Pakokku,MMR009019,Yesagyo,MMR009019701,ရေစကြို,Yesagyo,Magway,95.24166,21.63345,Main Town,"GAD, Mar 2015","21.63345,95.24166",
mmr_town_january_2020.327,POINT (95.24148 25.96589),MMR005,MMR005D008,Hkamti,MMR005036,Lahe,MMR005036702,ထန်ပါခွေ,Htan Par Kway,Sagaing,95.24148,25.96589,Other Town,"GAD, Mar 2015","25.96589,95.24148",
mmr_town_january_2020.328,POINT (95.23914 18.34035),MMR017,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012701,ကြံခင်း,Kyangin,Ayeyarwady,95.23914,18.34035,Main Town,"GAD, Mar 2015","18.34035,95.23914",
mmr_town_january_2020.329,POINT (95.22103 18.82151),MMR008,MMR008D001,Pyay,MMR008001,Pyay,MMR008001701,ပြည်,Pyay,Bago,95.22103,18.82151,District Capital,"GAD, Mar 2015","18.82151,95.22103",
mmr_town_january_2020.330,POINT (95.21684 19.35855),MMR009,MMR009D003,Thayet,MMR009016,Aunglan,MMR009016701,အောင်လံ,Aunglan,Magway,95.21684,19.35855,Main Town,"GAD, Mar 2015","19.35855,95.21684",
mmr_town_january_2020.331,POINT (95.21404 18.7051),MMR008,MMR008D001,Pyay,MMR008006,Shwedaung,MMR008006701,ရွှေတောင်,Shwedaung,Bago,95.21404,18.7051,Main Town,"GAD, Mar 2015","18.7051,95.21404",
mmr_town_january_2020.332,POINT (95.2 17.3),MMR017,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005701,ကျုံပျော်,Kyonpyaw,Ayeyarwady,95.2,17.3,Main Town,"GAD, Mar 2015","17.3,95.2",
mmr_town_january_2020.333,POINT (95.1904 17.10768),MMR017,MMR017D001,Pathein,MMR017007,Kyaunggon,MMR017007701,ကျောင်းကုန်း,Kyaunggon,Ayeyarwady,95.1904,17.10768,Main Town,"GAD, Mar 2015","17.10768,95.1904",
mmr_town_january_2020.334,POINT (95.1805 16.8962),MMR017,MMR017D003,Myaungmya,MMR017015,Einme,MMR017015701,အိမ်မဲ,Einme,Ayeyarwady,95.1805,16.8962,Main Town,"GAD, Mar 2015","16.8962,95.1805",
mmr_town_january_2020.335,POINT (95.18041 16.60383),MMR017,MMR017D003,Myaungmya,MMR017017,Wakema,MMR017017701,ဝါးခယ်မ,Wakema,Ayeyarwady,95.18041,16.60383,Main Town,"GAD, Mar 2015","16.60383,95.18041",
mmr_town_january_2020.336,POINT (95.17716 19.3215),MMR009,MMR009D003,Thayet,MMR009012,Thayet,MMR009012701,သရက်,Thayet,Magway,95.17716,19.3215,District Capital,"GAD, Mar 2015","19.3215,95.17716",
mmr_town_january_2020.337,POINT (95.17454 17.60038),MMR017,MMR017D002,Hinthada,MMR017010,Lemyethna,MMR017010701,လေးမျက်နှာ,Lemyethna,Ayeyarwady,95.17454,17.60038,Main Town,"GAD, Mar 2015","17.60038,95.17454",
mmr_town_january_2020.338,POINT (95.1662 19.72726),MMR009,MMR009D003,Thayet,MMR009017,Sinbaungwe,MMR009017701,ဆင်ပေါင်ဝဲ,Sinbaungwe,Magway,95.1662,19.72726,Main Town,"GAD, Mar 2015","19.72726,95.1662",
mmr_town_january_2020.339,POINT (95.15353 18.71797),MMR008,MMR008D001,Pyay,MMR008003,Padaung,MMR008003701,ပန်းတောင်း,Padaung,Bago,95.15353,18.71797,Main Town,"GAD, Mar 2015","18.71797,95.15353",
mmr_town_january_2020.340,POINT (95.14857 22.38918),MMR005,MMR005D003,Monywa,MMR005013,Budalin,MMR005013701,ဘုတလင်,Budalin,Sagaing,95.14857,22.38918,Main Town,"GAD, Mar 2015","22.38918,95.14857",
mmr_town_january_2020.341,POINT (95.14703 18.30044),MMR017,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012702,ဘက်ရဲ,Batye,Ayeyarwady,95.14703,18.30044,Other Town,"GAD, Mar 2015","18.30044,95.14703",
mmr_town_january_2020.342,POINT (95.13963 22.12168),MMR005,MMR005D003,Monywa,MMR005012,Monywa,MMR005012701,မုံရွာ,Monywa,Sagaing,95.13963,22.12168,State/Region Capital,"GAD, Mar 2015","22.12168,95.13963",
